# Version 1.00
#
freq[Hz];re:Trc1_S21;im:Trc1_S21;
1.015057528764382E+09;-1.043066792112648E+00;1.930385853741930E-01;
1.015557778889445E+09;-1.043175004393203E+00;2.032192485744133E-01;
1.016058029014507E+09;-1.042934981490800E+00;2.132928025512292E-01;
1.016558279139570E+09;-1.042697781683001E+00;2.237598274877292E-01;
1.017058529264632E+09;-1.042623419830300E+00;2.340082408901994E-01;
1.017558779389695E+09;-1.042023069928005E+00;2.443488786729889E-01;
1.018059029514757E+09;-1.041436662281930E+00;2.548072002831784E-01;
1.018559279639820E+09;-1.040857800381023E+00;2.651205810710082E-01;
1.019059529764882E+09;-1.040130019454535E+00;2.756511583628322E-01;
1.019559779889945E+09;-1.039035075055666E+00;2.860994200419159E-01;
1.020060030015007E+09;-1.037804676250797E+00;2.968521157466434E-01;
1.020560280140070E+09;-1.036780007111789E+00;3.074758740982819E-01;
1.021060530265133E+09;-1.035111573849025E+00;3.180147638974698E-01;
1.021560780390195E+09;-1.033712604085221E+00;3.286499864678738E-01;
1.022061030515258E+09;-1.032001467597984E+00;3.394366221530324E-01;
1.022561280640320E+09;-1.030188812811159E+00;3.500875017823319E-01;
1.023061530765383E+09;-1.028127170087054E+00;3.610483898880915E-01;
1.023561780890445E+09;-1.025797911564876E+00;3.715898935475232E-01;
1.024062031015508E+09;-1.023551162318760E+00;3.824741213637954E-01;
1.024562281140570E+09;-1.020943978680454E+00;3.931079314634974E-01;
1.025062531265633E+09;-1.018199917231607E+00;4.039705620786083E-01;
1.025562781390695E+09;-1.015428806789576E+00;4.146364862865846E-01;
1.026063031515758E+09;-1.012451348458183E+00;4.255524409979885E-01;
1.026563281640820E+09;-1.009339736008526E+00;4.362486094624110E-01;
1.027063531765883E+09;-1.005678339154290E+00;4.469515180160682E-01;
1.027563781890945E+09;-1.002209833297665E+00;4.574591505881407E-01;
1.028064032016008E+09;-9.985294591378222E-01;4.680514744484034E-01;
1.028564282141070E+09;-9.945814238282041E-01;4.786540346412319E-01;
